gene,ESR,chromosome,start,end,size,GC%,strand,ortholog code1,ortholog code2,ortholog species,expression on glucose,average log2FC,annotation
SAKL0H04422g,negative,8,409781,414943,5163,39.45,1,YMR229C,RRP5,Sace,12.723665,-0.6260121,highly similar to uniprot|Q05022 Saccharomyces cerevisiae YMR229C RRP5 RNA binding protein with preference for single stranded tracts of U's involved in synthesis of both 18S and 5.8S rRNAs; component of both the ribosomal small subunit (SSU) processosome and the 90S preribosome
SAKL0H04862g,negative,8,437805,438773,969,39.53,1,YOR287C,RRP36,Sace,10.022104,-0.4448432,similar to uniprot|Q12481 Saccharomyces cerevisiae YOR287C RRP36 Component of 90S preribosomes; involved in early cleavages of the 35S pre-rRNA and in production of the 40S ribosomal subunit
SAKL0H05170g,negative,8,463980,465557,1578,43.79,-1,YMR217W,GUA1,Sace,14.549559,-0.4197394,"highly similar to uniprot|P38625 Saccharomyces cerevisiae YMR217W GUA1 GMP synthase; highly conserved enzyme that catalyzes the second step in the biosynthesis of GMP from inosine 5'-phosphate (IMP); transcription is not subject to regulation by guanine but is negatively regulated by nutrient starvation; reduction-of-function mutation gua1-G388D causes changes in cellular guanine nucleotide pools, defects in general protein synthesis, and impaired translation of GCN4 mRNA"
SAKL0H05236g,negative,8,471846,473366,1521,39.38,-1,YMR215W,GAS3,Sace,10.216108,-0.3044216,"similar to uniprot|Q03655 Saccharomyces cerevisiae YMR215W GAS3 Low abundance, possibly inactive member of the GAS family of GPI-containing proteins; putative 1,3- beta-glucanosyltransferase with similarity to other GAS family members; localizes to the cell wall; mRNA induced during sporulation"
SAKL0H05280g,negative,8,475524,475997,474,41.77,-1,YOR276W,CAF20,Sace,12.667836,-0.3803354,"similar to uniprot|P12962 Saccharomyces cerevisiae YOR276W CAF20 Phosphoprotein of the mRNA cap-binding complex involved in translational control, repressor of cap-dependent translation initiation, competes with eIF4G for binding to eIF4E"
SAKL0H05368g,negative,8,482406,483707,1302,39.25,-1,YOR274W,MOD5,Sace,9.444874,-0.2836245,"similar to uniprot|P07884 Saccharomyces cerevisiae YOR274W MOD5 Delta 2-isopentenyl pyrophosphate:tRNA isopentenyl transferase, required for biosynthesis of the modified base isopentenyladenosine in mitochondrial and cytoplasmic tRNAs; gene is nuclear and encodes two isozymic forms"
SAKL0H05456g,negative,8,490546,491886,1341,41.24,-1,YOR272W,YTM1,Sace,11.715563,-0.6085076,"highly similar to uniprot|Q12024 Saccharomyces cerevisiae YOR272W YTM1 Constituent of 66S pre-ribosomal particles, forms a complex with Nop7p and Erb1p that is required for maturation of the large ribosomal subunit; has seven C-terminal WD repeats"
SAKL0H05478g,negative,8,493087,494070,984,43.5,1,YOR271C,FSF1,Sace,12.007698,-0.3827097,"highly similar to uniprot|Q12029 Saccharomyces cerevisiae YOR271C FSF1 Putative protein, predicted to be an alpha-isopropylmalate carrier; belongs to the sideroblastic-associated protein family; non-tagged protein is detected in purified mitochondria; likely to play a role in iron homeostasis"
SAKL0H05742g,negative,8,513158,514660,1503,38.79,-1,YOR260W,GCD1,Sace,11.820168,-0.2509112,"similar to uniprot|P09032 Saccharomyces cerevisiae YOR260W GCD1 Gamma subunit of the translation initiation factor eIF2B, the guanine-nucleotide exchange factor for eIF2; activity subsequently regulated by phosphorylated eIF2; first identified as a negative regulator of GCN4 expression"
SAKL0H05830g,negative,8,518357,518878,522,38.31,-1,YOR257W,CDC31,Sace,9.542346,-0.2202668,"highly similar to uniprot|P06704 Saccharomyces cerevisiae YOR257W CDC31 Calcium-binding component of the spindle pole body (SPB) half-bridge, required for SPB duplication in mitosis and meiosis II; homolog of mammalian centrin; binds multiubiquitinated proteins and is involved in proteasomal protein degradation"
SAKL0H06006g,negative,8,532245,532754,510,40.39,-1,YOR253W,NAT5,Sace,10.090039,-0.2963251,"similar to uniprot|Q08689 Saccharomyces cerevisiae YOR253W NAT5 Subunit of the N-terminal acetyltransferase NatA (Nat1p, Ard1p, Nat5p); N-terminally acetylates many proteins, which influences multiple processes such as the cell cycle, heat-shock resistance, mating, sporulation, and telomeric silencing"
SAKL0H06050g,negative,8,534156,534725,570,39.47,-1,YOR252W,TMA16,Sace,10.613658,-0.280777,similar to uniprot|Q08687 Saccharomyces cerevisiae YOR252W TMA16 Protein of unknown function that associates with ribosomes
SAKL0H06336g,negative,8,557522,560812,3291,40.75,1,YPL160W,CDC60,Sace,13.398743,-0.4159735,"highly similar to uniprot|P26637 Saccharomyces cerevisiae YPL160W CDC60 Cytosolic leucyl tRNA synthetase, ligates leucine to the appropriate tRNA"
SAKL0H06688g,negative,8,588445,590481,2037,41.53,1,YOR243C,PUS7,Sace,11.254925,-0.4378826,"highly similar to uniprot|Q08647 Saccharomyces cerevisiae YOR243C PUS7 Pseudouridine synthase, catalyzes pseudouridylation at positions 35 and 56 in U2 snRNA, position 50 in 5S rRNA, position 13 in cytoplasmic tRNAs, and position 35 in pre-tRNA(Tyr); conserved in archaea, vertebrates, and some bacteria"
SAKL0H06952g,negative,8,609523,610884,1362,37.37,-1,YPL146C,NOP53,Sace,10.863771,-0.8689293,similar to uniprot|Q12080 Saccharomyces cerevisiae YPL146C NOP53 Nucleolar protein; involved in biogenesis of the 60S subunit of the ribosome; interacts with rRNA processing factors Cbf5p and Nop2p; null mutant is viable but growth is severely impaired
SAKL0H07062g,negative,8,618124,618949,826,45.68,1,YPL143W,RPL33A,Sace,15.276138,-0.3578334,"highly similar to uniprot|P05744 Saccharomyces cerevisiae YPL143W (ohnolog of YOR234C) RPL33A N- terminally acetylated ribosomal protein L37 of the large (60S) ribosomal subunit, nearly identical to Rpl33Bp and has similarity to rat L35a; rpl33a null mutant exhibits slow growth while rpl33a rpl33b double null mutant is inviable"
SAKL0H07260g,negative,8,635843,636277,435,44.14,1,YOR224C,RPB8,Sace,11.888386,-0.2963896,"highly similar to uniprot|P20436 Saccharomyces cerevisiae YOR224C RPB8 RNA polymerase subunit ABC14.5, common to RNA polymerases I, II, and III"
SAKL0H07436g,negative,8,645924,646817,894,46.53,1,YPL131W,RPL5,Sace,16.343561,-0.4474961,highly similar to uniprot|P26321 Saccharomyces cerevisiae YPL131W RPL5 Protein component of the large (60S) ribosomal subunit with similarity to E. coli L18 and rat L5 ribosomal proteins; binds 5S rRNA and is required for 60S subunit assembly
SAKL0H07502g,negative,8,650824,653406,2583,41.54,-1,YOR217W,RFC1,Sace,10.035117,-0.232394,"similar to uniprot|P38630 Saccharomyces cerevisiae YOR217W RFC1 Subunit of heteropentameric Replication factor C (RF-C), which is a DNA binding protein and ATPase that acts as a clamp loader of the proliferating cell nuclear antigen (PCNA) processivity factor for DNA polymerases delta and epsilon"
SAKL0H07524g,negative,8,653641,654999,1359,38.56,1,YOR216C,RUD3,Sace,10.317708,-0.2001291,similar to uniprot|Q12234 Saccharomyces cerevisiae YOR216C RUD3 Golgi matrix protein involved in the structural organization of the cis-Golgi; interacts genetically with COG3 and USO1
SAKL0H07810g,negative,8,668958,669170,213,40.85,-1,YOR210W,RPB10,Sace,10.968119,-0.4502405,"some similarities with uniprot|P22139 Saccharomyces cerevisiae YOR210W RPB10 RNA polymerase subunit ABC10- beta, common to RNA polymerases I, II, and III"
SAKL0H07832g,negative,8,669398,671995,2598,39.8,1,YPL126W,NAN1,Sace,12.202542,-0.5785928,"similar to uniprot|Q02931 Saccharomyces cerevisiae YPL126W NAN1 U3 snoRNP protein, component of the small (ribosomal) subunit (SSU) processosome containing U3 snoRNA; required for the biogenesis of18S rRNA"
SAKL0H08030g,negative,8,690978,693113,2136,39.33,1,YOR206W,NOC2,Sace,12.458727,-0.7589146,"highly similar to uniprot|P39744 Saccharomyces cerevisiae YOR206W NOC2 Protein that forms a nucleolar complex with Mak21p that binds to 90S and 66S pre- ribosomes, as well as a nuclear complex with Noc3p that binds to 66S pre-ribosomes; both complexes mediate intranuclear transport of ribosomal precursors"
SAKL0H08074g,negative,8,694259,697690,3432,39.54,-1,YOR207C,RET1,Sace,11.616766,-0.4876876,"highly similar to uniprot|P22276 Saccharomyces cerevisiae YOR207C RET1 Second-largest subunit of RNA polymerase III, which is responsible for the transcription of tRNA and 5S RNA genes, and other low molecular weight RNAs"
SAKL0H08250g,negative,8,709141,710355,1215,38.68,1,YOR201C,MRM1,Sace,10.243299,-0.2910587,"similar to uniprot|P25270 Saccharomyces cerevisiae YOR201C MRM1 Ribose methyltransferase that modifies a functionally critical, conserved nucleotide in mitochondrial 21S rRNA"
SAKL0H08272g,negative,8,710527,711357,831,40.67,-1,YPL117C,IDI1,Sace,11.546509,-0.2426418,"highly similar to uniprot|P15496 Saccharomyces cerevisiae YPL117C IDI1 Isopentenyl diphosphate:dimethylallyl diphosphate isomerase (IPP isomerase), catalyzes an essential activation step in the isoprenoid biosynthetic pathway; required for viability"
SAKL0H08294g,negative,8,713096,714484,1389,40.46,1,YOR198C,BFR1,Sace,12.976113,-0.3752933,similar to uniprot|P38934 Saccharomyces cerevisiae YOR198C BFR1 Component of mRNP complexes associated with polyribosomes; implicated in secretion and nuclear segregation; multicopy suppressor of BFA (Brefeldin A) sensitivity
SAKL0H09306g,negative,8,789179,791125,1947,43.45,1,YPL093W,NOG1,Sace,13.286543,-0.5768121,highly similar to uniprot|Q02892 Saccharomyces cerevisiae YPL093W NOG1 Putative GTPase that associates with free 60S ribosomal subunits in the nucleolus and is required for 60S ribosomal subunit biogenesis; constituent of 66S pre-ribosomal particles; member of the ODN family of nucleolar G-proteins
SAKL0H09394g,negative,8,798611,799694,1084,43.32,-1,YBR181C,RPS6B,Sace,16.136852,-0.4228875,highly similar to uniprot|P0CX38 Saccharomyces cerevisiae YBR181C (ohnolog of YPL090C) RPS6B Protein component of the small (40S) ribosomal subunit; identical to Rps6Ap and has similarity to rat S6 ribosomal protein
SAKL0H09548g,negative,8,811686,813359,1674,41.04,-1,YPL086C,ELP3,Sace,11.400391,-0.5331262,"highly similar to uniprot|Q02908 Saccharomyces cerevisiae YPL086C ELP3 Subunit of Elongator complex, which is required for modification of wobble nucleosides in tRNA; exhibits histone acetyltransferase activity that is directed to histones H3 and H4; disruption confers resistance to K. lactis zymotoxin"
SAKL0H09768g,negative,8,840247,841273,1027,43.11,1,YBR189W,RPS9B,Sace,15.197918,-0.3829158,highly similar to uniprot|P05755 Saccharomyces cerevisiae YBR189W (ohnolog of YPL081W) RPS9B Protein component of the small (40S) ribosomal subunit; nearly identical to Rps9Ap and has similarity to E. coli S4 and rat S9 ribosomal proteins
SAKL0H09790g,negative,8,842254,843114,861,44.51,1,YBR191W,RPL21A,Sace,15.824945,-0.3544958,"highly similar to uniprot|Q02753 Saccharomyces cerevisiae YBR191W (ohnolog of YPL079W) RPL21A Protein component of the large (60S) ribosomal subunit, nearly identical to Rpl21Bp and has similarity to rat L21 ribosomal protein"
SAKL0H10208g,negative,8,871981,872904,924,36.58,-1,Con_hy_pr238,Con_hy_pr238,Asgo,9.34346,-0.4395534,weakly similar to uniprot|Q758J8 Ashbya gossypii AEL236Cp hypothetical protein
SAKL0H11330g,negative,8,972836,974929,2094,39.35,1,YPL043W,NOP4,Sace,11.520523,-0.6350102,"similar to uniprot|P37838 Saccharomyces cerevisiae YPL043W NOP4 Nucleolar protein, essential for processing and maturation of 27S pre-rRNA and large ribosomal subunit biogenesis; constituent of 66S pre-ribosomal particles; contains four RNA recognition motifs (RRMs)"
SAKL0H11462g,negative,8,982999,983475,477,43.82,-1,YDR252W,BTT1,Sace,13.65641,-0.3450577,highly similar to uniprot|P40314 Saccharomyces cerevisiae YDR252W (ohnolog of YPL037C) BTT1 Beta3 subunit of the heterotrimeric nascent polypeptide-associated complex which binds ribosomes via its beta-subunits in close proximity to nascent polypeptides; interacts with Caf130p of the CCR4-NOT complex; similar to human BTF3
SAKL0H11660g,negative,8,995184,996791,1608,40.98,1,YPL030W,TRM44,Sace,10.738037,-0.2646258,similar to uniprot|Q2XN15 Saccharomyces cerevisiae YPL030W TRM44 tRNA(Ser) Um(44) 2'-O-methyltransferase; involved in maintaining levels of the tRNA-Ser species tS(CGA) and tS(UGA); conserved among metazoans and fungi but there does not appear to be a homolog in plants; TRM44 is a non-essential gene
SAKL0H12056g,negative,8,1029088,1029537,450,40.89,1,YDL208W,NHP2,Sace,12.577421,-0.4229319,"highly similar to uniprot|P32495 Saccharomyces cerevisiae YDL208W NHP2 Nuclear protein related to mammalian high mobility group (HMG) proteins, essential for function of H/ACA-type snoRNPs, which are involved in 18S rRNA processing"
SAKL0H12496g,negative,8,1063437,1064282,846,38.65,1,YDL201W,TRM8,Sace,10.409652,-0.6052234,highly similar to uniprot|Q12009 Saccharomyces cerevisiae YDL201W TRM8 Subunit of a tRNA methyltransferase complex composed of Trm8p and Trm82p that catalyzes 7-methylguanosine modification of tRNA
SAKL0H12584g,negative,8,1071082,1072812,1731,40.55,1,YDR228C,PCF11,Sace,9.830325,-0.3058249,"similar to uniprot|P39081 Saccharomyces cerevisiae YDR228C PCF11 mRNA 3' end processing factor, essential component of cleavage and polyadenylation factor IA (CF IA), involved in pre-mRNA 3' end processing and in transcription termination; binds C-terminal domain of largest subunit of RNA pol II (Rpo21p); required for gene looping"
SAKL0H12738g,negative,8,1088456,1089037,582,37.29,-1,YLR221C,RSA3,Sace,10.315969,-0.4542357,"similar to uniprot|Q05942 Saccharomyces cerevisiae YLR221C RSA3 Protein with a likely role in ribosomal maturation, required for accumulation of wild-type levels of large (60S) ribosomal subunits; binds to the helicase Dbp6p in pre-60S ribosomal particles in the nucleolus"
SAKL0H12760g,negative,8,1089272,1091737,2466,40.75,-1,YLR222C,UTP13,Sace,11.86635,-0.4965426,"highly similar to uniprot|Q05946 Saccharomyces cerevisiae YLR222C UTP13 Nucleolar protein, component of the small subunit (SSU) processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA"
SAKL0H13090g,negative,8,1125883,1128066,2184,39.56,-1,YDR211W,GCD6,Sace,11.410763,-0.2593629,"highly similar to uniprot|P32501 Saccharomyces cerevisiae YDR211W GCD6 Catalytic epsilon subunit of the translation initiation factor eIF2B, the guanine- nucleotide exchange factor for eIF2; activity subsequently regulated by phosphorylated eIF2; first identified as a negative regulator of GCN4 expression"
SAKL0H13464g,negative,8,1154899,1155855,957,40.75,-1,YLR239C,LIP2,Sace,9.796723,-0.2330357,"similar to uniprot|Q06005 Saccharomyces cerevisiae YLR239C LIP2 Lipoyl ligase, involved in the modification of mitochondrial enzymes by the attachment of lipoic acid groups"
SAKL0H13486g,negative,8,1156000,1157376,1377,37.84,1,YDR198C,RKM2,Sace,9.495866,-0.4498885,"similar to uniprot|Q03942 Saccharomyces cerevisiae YDR198C RKM2 Ribosomal protein lysine methyltransferase, responsible for trimethylation of the lysine residue at position 3 of Rpl12Ap and Rpl12Bp"
SAKL0H13552g,negative,8,1159498,1160910,1413,39.63,-1,YDR195W,REF2,Sace,10.270579,-0.3589248,"similar to uniprot|P42073 Saccharomyces cerevisiae YDR195W REF2 RNA-binding protein involved in the cleavage step of mRNA 3'-end formation prior to polyadenylation, and in snoRNA maturation; part of holo-CPF subcomplex APT, which associates with 3'-ends of snoRNA- and mRNA-encoding genes"
SAKL0H13574g,negative,8,1161196,1163202,2007,39.66,1,YDR194C,MSS116,Sace,11.722786,-0.247165,similar to uniprot|P15424 Saccharomyces cerevisiae YDR194C MSS116 DEAD-box protein required for efficient splicing of mitochondrial Group I and II introns; non- polar RNA helicase that also facilities strand annealing
SAKL0H13684g,negative,8,1171966,1172781,816,41.05,1,YLR243W,YLR243W,Sace,9.473019,-0.2852308,highly similar to uniprot|Q06543 Saccharomyces cerevisiae YLR243W  Putative protein of unknown function; YLR243W is an essential gene
SAKL0H13706g,negative,8,1172868,1174016,1149,42.3,-1,YDR191W,HST4,Sace,8.834079,-0.4960336,"similar to uniprot|P53688 Saccharomyces cerevisiae YDR191W HST4 Member of the Sir2 family of NAD(+)-dependent protein deacetylases; involved along with Hst3p in silencing at telomeres, cell cycle progression, radiation resistance, genomic stability and short-chain fatty acid metabolism"
SAKL0H13728g,negative,8,1174638,1176023,1386,43.22,1,YDR190C,RVB1,Sace,11.745127,-0.2433647,highly similar to uniprot|Q03940 Saccharomyces cerevisiae YDR190C RVB1 Essential protein involved in transcription regulation; component of chromatin remodeling complexes; required for assembly and function of the INO80 complex; also referred to as pontin; member of the RUVB-like protein family
